City,State,Type,Counties,Population,Latitude,Longitude
Baldwin Park,MO,Village,Cass,85,38.795,-94.248
Bruno,MN,City,Pine,85,46.281,-92.668
Felsenthal,AR,Town,Union,85,33.061,-92.149
Harrellsville,NC,Town,Hertford,85,36.302,-76.792
Hughes,AK,City,Yukon-Koyukuk,85,66.045,-154.237
Luke,MD,Town,Allegany,85,39.479,-79.059
Montpelier,ND,City,Stutsman,85,46.699,-98.589
Plevna,KS,City,Reno,85,37.972,-98.31
Raymond,KS,City,Rice,85,38.278,-98.415
Uncertain,TX,City,Harrison,85,32.701,-94.133
Windom,KS,City,McPherson,85,38.384,-97.911
Beedeville,AR,Town,Jackson,84,35.425,-91.114
Bejou,MN,City,Mahnomen,84,47.443,-95.972
Blue Springs,AL,Town,Barbour,84,31.664,-85.504
Darfur,MN,City,Watonwan,84,44.054,-94.836
Epping,ND,City,Williams,84,48.282,-103.358
Fort Ripley,MN,City,Crow Wing,84,46.169,-94.363
Golva,ND,City,Golden Valley,84,46.735,-103.982
Havana,KS,City,Montgomery,84,37.092,-95.942
Indian Creek,FL,Village,Miami-Dade,84,25.878,-80.137
Nimrod,MN,City,Wadena,84,46.635,-94.881
Outlook,MT,Town,Sheridan,84,48.889,-104.785
Pleasant Plain,IA,City,Jefferson,84,41.147,-91.86
Tensed,ID,City,Benewah,84,47.159,-116.924
Zwingle,IA,City,Dubuque;Jackson,84,42.297,-90.687
Abbyville,KS,City,Reno,83,37.97,-98.204
Addington,OK,Town,Jefferson,83,34.243,-97.966
Ayr,NE,Village,Adams,83,40.438,-98.441
Byron,NE,Village,Thayer,83,40.005,-97.769
California,KY,City,Campbell,83,38.918,-84.264
Cullison,KS,City,Pratt,83,37.63,-98.905
De Witt,MO,City,Carroll,83,39.385,-93.22
Diomede,AK,City,Nome,83,65.754,-168.923
Dover,MO,Town,Lafayette,83,39.194,-93.69
Eagle,AK,City,Southeast Fairbanks,83,64.78,-141.193
Hamer,ID,City,Jefferson,83,43.927,-112.206
Naponee,NE,Village,Franklin,83,40.075,-99.139
Ridgeville,AL,Town,Etowah,83,34.057,-86.103
Rome,OH,Village,Adams,83,38.666,-83.378
Salem,NE,Village,Richardson,83,40.077,-95.729
Springtown,AR,Town,Benton,83,36.26,-94.424
Troy,SC,Town,Greenwood,83,33.992,-82.298
Tullahassee,OK,Town,Wagoner,83,35.842,-95.439
White Bird,ID,City,Idaho,83,45.763,-116.3
Claire City,SD,Town,Roberts,82,45.857,-97.104
Hansell,IA,City,Franklin,82,42.758,-93.104
Hazelton,KS,City,Barber,82,37.089,-98.401
Lodge,SC,Town,Colleton,82,33.068,-80.954
Lumber Bridge,NC,Town,Robeson,82,34.89,-79.072
Newburg,PA,Borough,Clearfield,82,40.84,-78.685
Old Ripley,IL,Village,Bond,82,38.893,-89.572
Plato,MO,Village,Texas,82,37.502,-92.218
Prescott,OR,City,Columbia,82,46.048,-122.888
Republic,KS,City,Republic,82,39.924,-97.825
Rogers,NE,Village,Colfax,82,41.464,-96.916
Seaforth,MN,City,Redwood,82,44.477,-95.33
Simpson,KS,City,Mitchell;Cloud,82,39.386,-97.934
Swanton,NE,Village,Saline,82,40.38,-97.08
Zeeland,ND,City,McIntosh,82,45.973,-99.832
Caratunk,ME,Town,Somerset,81,45.215,-69.905
Centrahoma,OK,City,Coal,81,34.61,-96.344
Couderay,WI,Village,Sawyer,81,45.797,-91.297
Dexter City,OH,Village,Noble,81,39.659,-81.474
Georgetown,AR,Town,White,81,35.126,-91.454
Granby,VT,Town,Essex,81,44.602,-71.721
Haysville,PA,Borough,Allegheny,81,40.526,-80.155
Heartwell,NE,Village,Kearney,81,40.57,-98.789
Hoffman,OK,Town,Okmulgee,81,35.489,-95.845
Hooper,CO,Town,Alamosa,81,37.746,-105.878
Ithaca,OH,Village,Darke,81,39.938,-84.553
Jennings,KS,City,Decatur,81,39.681,-100.293
Lehr,ND,City,McIntosh;Logan,81,46.282,-99.353
Narka,KS,City,Republic,81,39.96,-97.427
Ralston,IA,City,Greene;Carroll,81,42.042,-94.629
Sherman,SD,Town,Minnehaha,81,43.758,-96.476
Stanley,IA,City,Fayette;Buchanan,81,42.642,-91.812
Basco,IL,Village,Hancock,80,40.328,-91.199
Coolidge,KS,City,Hamilton,80,38.041,-102.008
Danbury,NE,Village,Red Willow,80,40.038,-100.405
Dunning,NE,Village,Blaine,80,41.827,-100.104
Dwight,ND,City,Richland,80,46.304,-96.74
East Brooklyn,IL,Village,Grundy,80,41.173,-88.265
Gove City,KS,City,Gove,80,38.959,-100.487
Grand Lake Towne,OK,Town,Mayes,80,36.506,-95.028
Gunn City,MO,Village,Cass,80,38.666,-94.164
Kinross,IA,City,Keokuk,80,41.459,-91.987
Mountain,ND,City,Pembina,80,48.684,-97.865
Riddleville,GA,Town,Washington,80,32.903,-82.665
Sasakwa,OK,Town,Seminole,80,34.947,-96.525
Weatherby,MO,Town,DeKalb,80,39.909,-94.242
Woodbury,KY,City,Butler,80,37.183,-86.635
Worthville,PA,Borough,Jefferson,80,41.024,-79.141
Auburn,WV,Town,Ritchie,79,39.096,-80.856
Balltown,IA,City,Dubuque,79,42.637,-90.87
Center,NE,Village,Knox,79,42.609,-97.876
Craig,IA,City,Plymouth,79,42.896,-96.31
Hatton,WA,Town,Adams,79,46.774,-118.828
La Salle,MN,City,Watonwan,79,44.071,-94.571
Lamont,WA,Town,Whitman,79,47.2,-117.905
Millard,MO,Village,Adair,79,40.107,-92.546
Randall,KS,City,Jewell,79,39.642,-98.045
Viking,MN,City,Marshall,79,48.218,-96.407
Wallace,IN,Town,Fountain,79,39.988,-87.148
Westmanland,ME,Town,Aroostook,79,46.973,-68.24
Williford,AR,Town,Sharp,79,36.252,-91.36
Adeline,IL,Village,Ogle,78,42.141,-89.492
Bock,MN,City,Mille Lacs,78,45.784,-93.553
Bradley,OK,Town,Grady,78,34.878,-97.709
Butte City,ID,City,Butte,78,43.607,-113.241
Dazey,ND,City,Barnes,78,47.188,-98.201
Deer Creek,OK,Town,Grant,78,36.807,-97.519
Hickory Valley,TN,Town,Hardeman,78,35.155,-89.126
Lookeba,OK,Town,Caddo,78,35.363,-98.364
Martinsburg,NE,Village,Dixon,78,42.509,-96.832
Morrison Bluff,AR,Town,Logan,78,35.382,-93.519
Moundville,MO,Town,Vernon,78,37.765,-94.451
Nielsville,MN,City,Polk,78,47.528,-96.817
Port Alexander,AK,City,Petersburg,78,56.235,-134.653
Ramona,KS,City,Marion,78,38.598,-97.064
Rexford,MT,Town,Lincoln,78,48.9,-115.172
Riverview Estates,MO,Village,Cass,78,38.749,-94.525
Rocky Mound,TX,Town,Camp,78,33.021,-95.019
Shade Gap,PA,Borough,Huntingdon,78,40.18,-77.866
Stockholm,WI,Village,Pepin,78,44.491,-92.272
Sumner,MO,Town,Chariton,78,39.656,-93.243
Tallapoosa,MO,City,New Madrid,78,36.506,-89.817
Tennant,IA,City,Shelby,78,41.594,-95.445
Zemple,MN,City,Itasca,78,47.32,-93.785
Akaska,SD,Town,Walworth,77,45.331,-100.121
Aullville,MO,Village,Lafayette,77,39.017,-93.678
Dixon,NE,Village,Dixon,77,42.415,-96.995
Gattman,MS,Village,Monroe,77,33.885,-88.237
Levasy,MO,City,Jackson,77,39.135,-94.128
McKittrick,MO,Town,Montgomery,77,38.736,-91.445
Popejoy,IA,City,Franklin,77,42.594,-93.428
Richville,MN,City,Otter Tail,77,46.506,-95.626
Smithville,OK,Town,McCurtain,77,34.471,-94.646
Taos Ski Valley,NM,Village,Taos,77,36.591,-105.438
Terlton,OK,Town,Pawnee,77,36.186,-96.49
Wilson City,MO,Village,Mississippi,77,36.924,-89.223
Aldrich,MO,Village,Polk,76,37.548,-93.551
Burchard,NE,Village,Pawnee,76,40.149,-96.349
Chillicothe,IA,City,Wapello,76,41.086,-92.533
Detroit,IL,Village,Pike,76,39.62,-90.676
Foster,MO,Village,Bates,76,38.167,-94.508
Garber,IA,City,Clayton,76,42.744,-91.262
Graf,IA,City,Dubuque,76,42.494,-90.873
Kirby,WY,Town,Hot Springs,76,43.803,-108.181
Mount Carmel,IN,Town,Franklin,76,39.408,-84.875
New Bedford,IL,Village,Bureau,76,41.511,-89.718
Onward,IN,Town,Cass,76,40.695,-86.195
Prosser,NE,Village,Adams,76,40.687,-98.578
Revere,MO,Town,Clark,76,40.494,-91.676
Roseland,KS,City,Cherokee,76,37.28,-94.844
Severance,KS,City,Doniphan,76,39.767,-95.249
St Anthony,IA,City,Marshall,76,42.124,-93.198
St Clairsville,PA,Borough,Bedford,76,40.156,-78.511
Swan,IA,City,Marion,76,41.467,-93.31
Tatum,SC,Town,Marlboro,76,34.644,-79.587
Vermillion,KS,City,Marshall,76,39.718,-96.265
Arrow Point,MO,Village,Barry,75,36.544,-93.622
Berwyn,NE,Village,Custer,75,41.351,-99.501
Bradgate,IA,City,Humboldt,75,42.803,-94.421
Chatsworth,IA,City,Sioux,75,42.916,-96.514
Dante,SD,Town,Charles Mix,75,43.041,-98.186
Donnybrook,ND,City,Ward,75,48.508,-101.887
Dumont,MN,City,Traverse,75,45.717,-96.423
Foosland,IL,Village,Champaign,75,40.361,-88.429
Geneva,GA,Town,Talbot,75,32.578,-84.553
Hillsdale,OK,Town,Garfield,75,36.563,-97.993
Lower Salem,OH,Village,Washington,75,39.564,-81.394
Mayfield,KS,City,Sumner,75,37.263,-97.546
McGrew,NE,Village,Scotts Bluff,75,41.748,-103.418
Mount Moriah,MO,Town,Harrison,75,40.329,-93.797
Opheim,MT,Town,Valley,75,48.857,-106.408
Pekin,ND,City,Nelson,75,47.792,-98.328
Unionville,IA,City,Appanoose,75,40.818,-92.696
Wilsonville,NE,Village,Furnas,75,40.112,-100.107
Yankee Lake,OH,Village,Trumbull,75,41.268,-80.569
Dawson,ND,City,Kidder,74,46.868,-99.754
Deblois,ME,Town,Washington,74,44.725,-67.996
Dixon,WY,Town,Carbon,74,41.035,-107.536
Headrick,OK,Town,Jackson,74,34.627,-99.137
Herrick,SD,Town,Gregory,74,43.115,-99.188
Huron,KS,City,Atchison,74,39.646,-95.348
Leon,OK,Town,Love,74,33.877,-97.429
Matlock,IA,City,Sioux,74,43.244,-95.935
Montezuma,CO,Town,Summit,74,39.582,-105.868
Nodaway,IA,City,Adams,74,40.937,-94.895
Oakwood,OK,Town,Dewey,74,35.931,-98.703
Savonburg,KS,City,Allen,74,37.749,-95.144
Scarville,IA,City,Winnebago,74,43.471,-93.617
Virginia,NE,Village,Gage,74,40.246,-96.499
Willard,KS,City,Shawnee;Wabaunsee,74,39.094,-95.943
Belleair Shore,FL,Town,Pinellas,73,27.917,-82.845
Blandville,KY,City,Ballard,73,36.946,-88.964
Cale,AR,Town,Nevada,73,33.628,-93.236
Cogswell,ND,City,Sargent,73,46.107,-97.784
Duffield,VA,Town,Scott,73,36.72,-82.796
Dundee,MN,City,Nobles,73,43.844,-95.467
Fair Oaks,OK,Town,Rogers;Wagoner,73,36.17,-95.7
Fruitdale,SD,Town,Butte,73,44.669,-103.695
Hartly,DE,Town,Kent,73,39.168,-75.712
Hersey,ME,Town,Aroostook,73,46.08,-68.369
Homestown,MO,City,Pemiscot,73,36.332,-89.824
Jameson,MO,Town,Daviess,73,40.006,-93.988
Laconia,IN,Town,Harrison,73,38.032,-86.086
Longford,KS,City,Clay,73,39.172,-97.329
Luray,MO,Village,Clark,73,40.452,-91.884
Needham,AL,Town,Choctaw,73,31.987,-88.337
Old Appleton,MO,Town,Cape Girardeau,73,37.594,-89.711
Olivet,KS,City,Osage,73,38.481,-95.752
Paradise Hill,OK,Town,Sequoyah,73,35.607,-95.073
Shannon City,IA,City,Union;Ringgold,73,40.899,-94.264
Solway,MN,City,Beltrami,73,47.521,-95.13
St Charles,VA,Town,Lee,73,36.805,-83.057
Valentine,TX,Town,Jeff Davis,73,30.589,-104.495
Willey,IA,City,Carroll,73,41.979,-94.822
Bragg City,MO,Town,Pemiscot,72,36.268,-89.911
Brooksburg,IN,Town,Jefferson,72,38.736,-85.245
Country Life Acres,MO,Village,St. Louis,72,38.622,-90.455
Johnsonville,IL,Village,Wayne,72,38.521,-88.538
Lake Henry,MN,City,Stearns,72,45.462,-94.797
Oto,IA,City,Woodbury,72,42.282,-95.895
Pitkin,CO,Town,Gunnison,72,38.609,-106.516
Plum Branch,SC,Town,McCormick,72,33.848,-82.259
Pyote,TX,Town,Ward,72,31.538,-103.122
Sharpsburg,IA,City,Taylor,72,40.804,-94.641
Turin,IA,City,Monona,72,42.021,-95.966
Vera Cruz,IN,Town,Wells,72,40.701,-85.08
Waco,MO,City,Jasper,72,37.247,-94.6
Wanda,MN,City,Redwood,72,44.313,-95.214
Waterbury,NE,Village,Dixon,72,42.457,-96.736
Wellfleet,NE,Village,Lincoln,72,40.754,-100.732
Zenda,KS,City,Kingman,72,37.445,-98.282
Antioch,OH,Village,Monroe,71,39.661,-81.067
Brooksville,OK,Town,Pottawatomie,71,35.21,-96.961
Brownington,MO,Town,Henry,71,38.245,-93.723
Bushnell,SD,Town,Brookings,71,44.328,-96.642
Chilo,OH,Village,Clermont,71,38.794,-84.138
Crookston,NE,Village,Cherry,71,42.926,-100.753
Domino,TX,Town,Cass,71,33.264,-94.111
Glasgow,PA,Borough,Beaver,71,40.644,-80.508
Greenville,IA,City,Clay,71,43.017,-95.146
Haswell,CO,Town,Kiowa,71,38.452,-103.165
Ionia,MO,Town,Benton;Pettis,71,38.504,-93.324
Kerrick,MN,City,Pine,71,46.339,-92.585
Loyal,OK,Town,Kingfisher,71,35.973,-98.118
Millers Cove,TX,Town,Titus,71,33.155,-95.115
Ravinia,SD,Town,Charles Mix,71,43.136,-98.427
Stafford,OH,Village,Monroe,71,39.712,-81.277
Whitewater,IN,Town,Wayne,71,39.945,-84.831
Willowbrook,KS,City,Reno,71,38.101,-97.992
Wolf Lake,MN,City,Becker,71,46.81,-95.351
Anvik,AK,City,Yukon-Koyukuk,70,62.631,-160.214
Blackburn,OK,Town,Pawnee,70,36.373,-96.597
Bristow,NE,Village,Boyd,70,42.841,-98.583
Butte,ND,City,McLean,70,47.837,-100.666
Evan,MN,City,Brown,70,44.355,-94.836
Franklin,MO,City,Howard,70,39.011,-92.755
Genola,MN,City,Morrison,70,45.965,-94.113
Gibbs,MO,Village,Adair,70,40.099,-92.417
Gosnold,MA,Town,Dukes,70,41.459,-70.791
Graysville,OH,Village,Monroe,70,39.663,-81.175
Hague,ND,City,Emmons,70,46.029,-99.999
Ingram,WI,Village,Rusk,70,45.506,-90.814
Myrtlewood,AL,Town,Marengo,70,32.252,-87.949
Pilot Point,AK,City,Lake and Peninsula,70,57.544,-157.719
Richland,NE,Village,Colfax,70,41.437,-97.215
Solen,ND,City,Sioux,70,46.388,-100.796
Strandquist,MN,City,Marshall,70,48.489,-96.448
Sun Valley,TX,City,Lamar,70,33.671,-95.429
Talmadge,ME,Town,Washington,70,45.337,-67.767
Tupelo,AR,Town,Jackson,70,35.391,-91.23
Utica,SD,Town,Yankton,70,42.981,-97.497
Victory,VT,Town,Essex,70,44.547,-71.832
Amagon,AR,Town,Jackson,69,35.563,-91.109
Bartlett,KS,City,Labette,69,37.055,-95.212
Benedict,KS,City,Wilson,69,37.627,-95.743
Brumley,MO,Town,Miller,69,38.088,-92.485
Corona,SD,Town,Roberts,69,45.335,-96.765
Deersville,OH,Village,Harrison,69,40.308,-81.188
Doddsville,MS,Town,Sunflower,69,33.66,-90.521
Dorchester,TX,City,Grayson,69,33.536,-96.691
Elk Creek,NE,Village,Johnson,69,40.288,-96.127
Esbon,KS,City,Jewell,69,39.822,-98.434
Merwin,MO,Village,Bates,69,38.404,-94.591
Mound City,SD,Town,Campbell,69,45.726,-100.069
Nimmons,AR,Town,Clay,69,36.306,-90.095
Powhattan,KS,City,Brown,69,39.762,-95.634
Stark,KS,City,Neosho,69,37.69,-95.144
Truesdale,IA,City,Buena Vista,69,42.729,-95.183
Upton,ME,Town,Oxford,69,44.723,-70.985
Walters,MN,City,Faribault,69,43.605,-93.674
Agar,SD,Town,Sully,68,44.839,-100.073
Bairoil,WY,Town,Sweetwater,68,42.237,-107.561
Benedict,ND,City,McLean,68,47.83,-101.084
Causey,NM,Village,Roosevelt,68,33.822,-103.075
Coats,KS,City,Pratt,68,37.511,-98.825
Comstock,NE,Village,Custer,68,41.557,-99.243
Dooling,GA,Town,Dooly,68,32.23,-83.929
Guion,AR,Town,Izard,68,35.927,-91.939
Halsey,NE,Village,Blaine;Thomas,68,41.903,-100.27
Hart's Location,NH,Town,Carroll,68,44.115,-71.362
Irwin,IL,Village,Kankakee,68,41.054,-87.984
Isabel,KS,City,Barber,68,37.467,-98.552
Jamestown,SC,Town,Berkeley,68,33.286,-79.695
Lima,OK,Town,Seminole,68,35.174,-96.598
Newport,NE,Village,Rock,68,42.6,-99.328
Numa,IA,City,Appanoose,68,40.685,-92.98
Orchard,IA,City,Mitchell,68,43.227,-92.775
Roe,AR,Town,Monroe,68,34.631,-91.386
Seven Oaks,TX,City,Polk,68,30.852,-94.858
Spring Hill,IA,City,Warren,68,41.412,-93.65
Spring Hill,MN,City,Stearns,68,45.523,-94.832
Varina,IA,City,Pocahontas,68,42.658,-94.898
Beaver,AR,Town,Carroll,67,36.476,-93.773
Clarks Point,AK,City,Dillingham,67,58.833,-158.529
Clio,IA,City,Wayne,67,40.636,-93.451
Como,NC,Town,Hertford,67,36.498,-77
Crows Nest,IN,Town,Marion,67,39.856,-86.169
Eagle Harbor,MD,Town,Prince George's,67,38.567,-76.687
Fairview,OH,Village,Guernsey;Belmont,67,40.057,-81.235
Gratz,KY,City,Owen,67,38.473,-84.946
Havana,ND,City,Sargent,67,45.954,-97.618
Mantador,ND,City,Richland,67,46.165,-96.978
Nashua,MN,City,Wilkin,67,46.038,-96.306
Neylandville,TX,Town,Hunt,67,33.195,-96.016
Petrey,AL,Town,Crenshaw,67,31.851,-86.203
Reserve,KS,City,Brown,67,39.977,-95.565
St George,AK,City,Aleutians West,67,56.571,-169.599
Struble,IA,City,Plymouth,67,42.894,-96.195
Tintah,MN,City,Traverse,67,46.011,-96.32
Union Grove,AL,Town,Marshall,67,34.406,-86.452
Whalan,MN,City,Fillmore,67,43.734,-91.923
Yale,IL,Village,Jasper,67,39.12,-88.025
Alamo,IN,Town,Montgomery,66,39.983,-87.055
Andover,SD,Town,Day,66,45.41,-97.904
Balta,ND,City,Pierce,66,48.166,-100.037
Blaine,KY,City,Lawrence,66,38.025,-82.843
Cottage Grove,TN,Town,Henry,66,36.379,-88.479
Darlington,MO,Village,Gentry,66,40.198,-94.4
Kathryn,ND,City,Barnes,66,46.682,-97.971
La Bolt,SD,Town,Grant,66,45.049,-96.675
Maramec,OK,Town,Pawnee,66,36.242,-96.68
Mount Lebanon,LA,Town,Bienville,66,32.505,-93.05
Nemaha,IA,City,Sac,66,42.515,-95.089
Ritchey,MO,Town,Newton,66,36.944,-94.186
Riverside,WY,Town,Carbon,66,41.215,-106.781
Tarrytown,GA,Town,Montgomery,66,32.319,-82.561
Unity Village,MO,Village,Jackson,66,38.952,-94.399
Waite,ME,Town,Washington,66,45.358,-67.63
Abie,NE,Village,Butler,65,41.334,-96.95
Alfordsville,IN,Town,Daviess,65,38.56,-86.949
Belmore,OH,Village,Putnam,65,41.155,-83.941
Big Lake,MO,Village,Holt,65,40.073,-95.351
Bradley,SD,Town,Clark,65,45.09,-97.642
Datto,AR,Town,Clay,65,36.393,-90.728
Dolliver,IA,City,Emmet,65,43.464,-94.614
Elmer,OK,Town,Jackson,65,34.481,-99.352
Golden Gate,IL,Village,Wayne,65,38.359,-88.205
Harris,MO,Town,Sullivan,65,40.306,-93.35
Interior,SD,Town,Jackson,65,43.727,-101.983
Jud,ND,City,LaMoure,65,46.526,-98.898
Kent,MN,City,Wilkin,65,46.438,-96.683
Mount Leonard,MO,Town,Saline,65,39.125,-93.395
Nassau,MN,City,Lac qui Parle,65,45.068,-96.442
Oakhaven,AR,Town,Hempstead,65,33.729,-93.621
Osborn,ME,Town,Hancock,65,44.781,-68.252
Shamrock,OK,Town,Creek,65,35.911,-96.583
Ulmer,SC,Town,Allendale,65,33.1,-81.21
Wasta,SD,Town,Pennington,65,44.07,-102.446
Worth,MO,Village,Worth,65,40.405,-94.447
Barnard,KS,City,Lincoln,64,39.189,-98.044
Clinchport,VA,Town,Scott,64,36.68,-82.744
Delaplaine,AR,Town,Greene,64,36.231,-90.726
Hartville,WY,Town,Platte,64,42.328,-104.725
Hurdsfield,ND,City,Wells,64,47.447,-99.93
Lasker,NC,Town,Northampton,64,36.35,-77.306
McHenry,ND,City,Foster,64,47.576,-98.591
Oketo,KS,City,Marshall,64,39.963,-96.599
Olivet,SD,Town,Hutchinson,64,43.241,-97.674
Opal,WY,Town,Lincoln,64,41.768,-110.324
Pierpont,MO,Village,Boone,64,38.863,-92.313
Ratliff City,OK,Town,Carter,64,34.452,-97.517
Strang,OK,Town,Mayes,64,36.412,-95.135
Akhiok,AK,City,Kodiak Island,63,56.95,-154.214
Bruceton Mills,WV,Town,Preston,63,39.659,-79.641
El Dara,IL,Village,Pike,63,39.623,-90.991
Flaxville,MT,Town,Daniels,63,48.804,-105.174
Gibson,IA,City,Keokuk,63,41.48,-92.392
Gruver,IA,City,Emmet,63,43.393,-94.704
Guernsey,IA,City,Poweshiek,63,41.649,-92.343
Hubbell,NE,Village,Thayer,63,40.009,-97.497
Kilgore,NE,Village,Cherry,63,42.939,-100.957
Kim,CO,Town,Las Animas,63,37.247,-103.353
Martin,ND,City,Sheridan,63,47.827,-100.115
Mutual,OK,Town,Woodward,63,36.23,-99.168
Putnam,TX,Town,Callahan,63,32.37,-99.195
Quinn,SD,Town,Pennington,63,43.985,-102.123
Redding,IA,City,Ringgold,63,40.608,-94.387
Rothville,MO,Village,Chariton,63,39.655,-93.061
Sargeant,MN,City,Mower,63,43.806,-92.801
Speed,NC,Town,Edgecombe,63,35.968,-77.444
Strandburg,SD,Town,Grant,63,45.044,-96.76
Vandiver,MO,Village,Audrain,63,39.161,-91.848
Aredale,IA,City,Butler,62,42.833,-93.005
Camden,IL,Village,Schuyler,62,40.153,-90.773
Cedar Mills,MN,City,Meeker,62,44.943,-94.52
Clitherall,MN,City,Otter Tail,62,46.274,-95.633
Dougherty,IA,City,Cerro Gordo,62,42.922,-93.036
Fullerton,ND,City,Dickey,62,46.163,-98.427
Rosedale,OK,Town,McClain,62,34.919,-97.185
Skedee,OK,Town,Pawnee,62,36.38,-96.704
South Gorin,MO,Town,Scotland,62,40.359,-92.025
Starkville,CO,Town,Las Animas,62,37.117,-104.523
Tamarack,MN,City,Aitkin,62,46.653,-93.125
Vining,MN,City,Otter Tail,62,46.257,-95.532
Whitney,NE,Village,Dawes,62,42.784,-103.257
Wilder,MN,City,Jackson,62,43.83,-95.208
Fairview,SD,Town,Lincoln,61,43.222,-96.487
Gray,IA,City,Audubon,61,41.842,-94.986
Great Pond,ME,Town,Hancock,61,44.958,-68.298
Hendrix,OK,Town,Bryan,61,33.775,-96.407
Ihlen,MN,City,Pipestone,61,43.91,-96.372
Manhattan Beach,MN,City,Crow Wing,61,46.736,-94.144
Muddy,IL,Village,Saline,61,37.767,-88.514
Oneida,KS,City,Nemaha,61,39.867,-95.94
Sentinel Butte,ND,City,Golden Valley,61,46.919,-103.841
Spivey,KS,City,Kingman,61,37.448,-98.166
Taopi,MN,City,Mower,61,43.558,-92.64
Teterboro,NJ,Borough,Bergen,61,40.853,-74.06
Toyah,TX,Town,Reeves,61,31.312,-103.795
Walshville,IL,Village,Montgomery,61,39.069,-89.619
Watson,MO,Village,Atchison,61,40.48,-95.623
Arrow Rock,MO,Town,Saline,60,39.07,-92.947
Beddington,ME,Town,Washington,60,44.814,-68.008
Big Falls,WI,Village,Waupaca,60,44.616,-89.02
Bingham,IL,Village,Fayette,60,39.112,-89.214
Camp Crook,SD,Town,Harding,60,45.55,-103.975
Cherry Valley,PA,Borough,Butler,60,41.159,-79.801
Coyville,KS,City,Wilson,60,37.687,-95.896
Earlton,KS,City,Neosho,60,37.587,-95.47
Elgin,KS,City,Chautauqua,60,37.002,-96.281
Fairburn,SD,Town,Custer,60,43.687,-103.209
Flaxton,ND,City,Burke,60,48.897,-102.393
Gate,OK,Town,Beaver,60,36.852,-100.055
Guilford,MO,Town,Nodaway,60,40.169,-94.736
Hitchita,OK,Town,McIntosh,60,35.52,-95.752
Kenneth,MN,City,Rock,60,43.754,-96.073
Lakeview,TX,Town,Hall,60,34.673,-100.697
New Woodville,OK,Town,Marshall,60,33.967,-96.653
Paynesville,MO,Village,Pike,60,39.262,-90.9
Pettibone,ND,City,Kidder,60,47.116,-99.52
Raynham,NC,Town,Robeson,60,34.576,-79.191
Sardis,KY,City,Mason;Robertson,60,38.533,-83.953
Smithfield,NE,Village,Gosper,60,40.573,-99.741
Topeka,IL,Village,Mason,60,40.33,-89.931
Tuttle,ND,City,Kidder,60,47.145,-99.993
Yorktown,IA,City,Page,60,40.735,-95.154
Coleharbor,ND,City,McLean,59,47.542,-101.221
Gully,MN,City,Polk,59,47.768,-95.623
Ixl,OK,Town,Okfuskee,59,35.528,-96.385
Manassas,GA,City,Tattnall,59,32.161,-82.024
Mill Creek,IL,Village,Union,59,37.341,-89.253
Orrum,NC,Town,Robeson,59,34.467,-79.009
Plano,IA,City,Appanoose,59,40.755,-93.047
Ree Heights,SD,Town,Hand,59,44.516,-99.201
Steinauer,NE,Village,Pawnee,59,40.207,-96.233
Truxton,MO,Village,Lincoln,59,39.004,-91.238
Verona,ND,City,LaMoure,59,46.366,-98.071
Albion,OK,Town,Pushmataha,58,34.662,-95.099
Dovray,MN,City,Murray,58,44.054,-95.548
Englewood,KS,City,Clark,58,37.04,-99.987
Halma,MN,City,Kittson,58,48.66,-96.598
Maskell,NE,Village,Dixon,58,42.69,-96.981
Mizpah,MN,City,Koochiching,58,47.921,-94.213
Octa,OH,Village,Fayette,58,39.614,-83.611
Royal,NE,Village,Antelope,58,42.333,-98.125
Sandyville,IA,City,Warren,58,41.371,-93.386
St Rosa,MN,City,Stearns,58,45.727,-94.713
Tightwad,MO,Village,Henry,58,38.306,-93.542
Webb City,OK,Town,Osage,58,36.807,-96.713
Bancroft,ME,Town,Aroostook,57,45.7,-67.983
Bevington,IA,City,Madison;Warren,57,41.36,-93.787
Branson,CO,Town,Las Animas,57,37.015,-103.884
Briarwood,ND,City,Cass,57,46.787,-96.795
Cleveland,ND,City,Stutsman,57,46.89,-99.12
Fargo,AR,Town,Monroe,57,34.953,-91.177
Glen Allen,MO,Town,Bollinger,57,37.317,-90.028
Hardy,IA,City,Humboldt,57,42.81,-94.051
Hazard,NE,Village,Sherman,57,41.092,-99.077
Henriette,MN,City,Pine,57,45.871,-93.12
Leonard,MO,Village,Shelby,57,39.894,-92.182
Lucerne,MO,Village,Putnam,57,40.464,-93.292
McCaskill,AR,Town,Hempstead,57,33.92,-93.637
Milo,MO,Village,Vernon,57,37.755,-94.305
New Albany,KS,City,Wilson,57,37.568,-95.936
Patmos,AR,Town,Hempstead,57,33.511,-93.567
Randolph,MO,Village,Clay,57,39.156,-94.493
Reynolds,NE,Village,Jefferson,57,40.06,-97.336
Riverton,NE,Village,Franklin,57,40.09,-98.76
St Vincent,MN,City,Kittson,57,48.969,-97.226
Stratford,SD,Town,Brown,57,45.317,-98.304
Weldon,AR,Town,Jackson,57,35.448,-91.232
Arkoe,MO,Town,Nodaway,56,40.26,-94.829
Aurora,KS,City,Cloud,56,39.452,-97.53
Brant Lake,SD,City,Lake,56,43.931,-96.944
Callimont,PA,Borough,Somerset,56,39.801,-78.922
Farwell,MN,City,Pope,56,45.753,-95.619
Fourche,AR,Town,Perry,56,34.993,-92.619
