"id","license","address","city","county","state","structure","structure_type","latitude","longitude"
5892,"AT&T","SE 1/4 NE 1/4 S 24, T 117 N, R 77 W (108187)","Gettysburg","POTTER","SD",151.5,"GTOWER",44.9376666667,-100.0645
5891,"AT&T","311 12th Ave S (108304)","Faulkton","FAULK","SD",90.2,"GTOWER",45.0396666667,-99.1556388889
5890,"AT&T","County Road 6 (108322)","Seneca","FAULK","SD",61,"LTOWER",45.0707222222,-99.5125
5889,"AT&T","SE 1/4 NE 1/4 S 1, T 94 N, R 65 W (108149)","Pickstown","CHARLES MIX","SD",59.4,"GTOWER",43.0777777778,-98.4804166667
5888,"AT&T","4000 Old Airport Road (112003)","Chamberlain","BRULE","SD",50.9,"LTOWER",43.8001666667,-99.3176111111
5887,"AT&T","23057 Mitchell (108159)","MITCHELL","DAVISON","SD",121.9,"GTOWER",43.6989166667,-98.1077222222
5886,"AT&T","17136 385th Avenue  (108237)","Redfield","SPINK","SD",104.8,"GTOWER",44.9111666667,-98.5321944444
5885,"AT&T","25636 421ST AVE (108173)","ALEXANDRIA","HANSON","SD",58.5,"LTOWER",43.6803333333,-97.7875833333
21278,"AT&T","48034 210th Street (114668)","Elkton","BROOKINGS","SD",60.4,"LTOWER",44.2385833333,-96.4872222222
5884,"AT&T","SD Hwy 34 & 322nd Ave. (122019)","Harrold","HUGHES","SD",60.4,"LTOWER",44.2803055556,-99.7240277778
5883,"AT&T","39090-278th Street (108174)","Armour","DOUGLAS","SD",150.9,"GTOWER",43.361,-98.3667777778
5882,"AT&T","27881 SD Hwy 1806 (108189)","Burke","GREGORY","SD",92.7,"LTOWER",43.3672777778,-99.1865277778
5881,"AT&T","39810 231st Avenue (108130)","Woonsocket","SANBORN","SD",149,"GTOWER",44.0407222222,-98.2494444444
5879,"AT&T","22418 SD Hwy 34 (108180)","FORT THOMPSON","BUFFALO","SD",93.8,"GTOWER",44.1291666667,-99.4366666667
5878,"AT&T","19986 282nd Avenue (108186)","Pierre","HUGHES","SD",89,"LTOWER",44.4927777778,-100.490027778
5877,"AT&T","38899 SD Highway 28 (108151)","Hitchcock","BEADLE","SD",92,"GTOWER",44.6311666667,-98.4441944444
5876,"AT&T","SE 1/4 NE 1/4 S 24, T 117 N, R 77 W (108187)","Gettysburg","POTTER","SD",151.5,"GTOWER",44.9376666667,-100.0645
5875,"AT&T","311 12th Ave S (108304)","Faulkton","FAULK","SD",90.2,"GTOWER",45.0396666667,-99.1556388889
5874,"AT&T","County Road 6 (108322)","Seneca","FAULK","SD",61,"LTOWER",45.0707222222,-99.5125
5873,"AT&T","SE 1/4 NE 1/4 S 1, T 94 N, R 65 W (108149)","Pickstown","CHARLES MIX","SD",59.4,"GTOWER",43.0777777778,-98.4804166667
5872,"AT&T","4000 Old Airport Road (112003)","Chamberlain","BRULE","SD",50.9,"LTOWER",43.8001666667,-99.3176111111
5871,"AT&T","23057 Mitchell (108159)","MITCHELL","DAVISON","SD",121.9,"GTOWER",43.6989166667,-98.1077222222
42854,"Verizon","(West Stephan) North of Highway 34 east of 326th Avenue","Highmore","HYDE","SD",93.2,"LTOWER",44.27575,-99.5899722222
42853,"Verizon","(Spring Creek) 19986 282nd Avenue","Pierre","HUGHES","SD",89,"LTOWER",44.4927777778,-100.490027778
42852,"Verizon","(Pukwana) 35431 251st St","Pukwana","BRULE","SD",106.4,"GTOWER",43.7435277778,-99.1040555556
42851,"Verizon","(Plankington) 25458 386th Ave","Plankington","AURORA","SD",114.3,"GTOWER",43.6909722222,-98.4801666667
46784,"AT&T","1303 WILLIAMS STREET (108183)","Leola","MCPHERSON","SD",92.4,"GTOWER",45.7178055556,-98.9317222222
46783,"AT&T","NORTHWEST 1/4 SOUTHEAST 1/4 SETION.13 T 126 NR57 WEST (108146)","Britton","MARSHALL","SD",151.5,"GTOWER",45.7198888889,-97.6135
46782,"AT&T","Hwy 127 & 470th Ave. (108306)","Rosholt","ROBERTS","SD",150.3,"GTOWER",45.8621111111,-96.7905833333
42850,"Verizon","(Onida) 30625 185th Street","Onida","SULLY","SD",93.6,"GTOWER",44.707,-100.031333333
42849,"Verizon","(Miller) 19911 359th Ave","Miller","HAND","SD",97.5,"LTOWER",44.5025277778,-99.0046388889
42848,"Verizon","(Highmore) 33739 198th Street","Highmore","HYDE","SD",84.1,"GTOWER",44.5126944444,-99.434
42847,"Verizon","(Gann Valley) 22900 357th Ave","Gann Valley","BUFFALO","SD",90.2,"GTOWER",44.064,-99.0443611111
42846,"Verizon","(Armour) 39090-278th Street","Armour","DOUGLAS","SD",150.9,"GTOWER",43.361,-98.3667777778
42845,"Verizon","(North Mitchell) NW Corner of Commerce Street & West 15th Ave","Mitchell","DAVISON","SD",33.2,"TOWER",43.7246944444,-98.04375
46777,"AT&T","10493 447th Avenue (115098)","Veblen","MARSHALL","SD",59.7,"LTOWER",45.8638333333,-97.2708333333
46776,"AT&T","38722 112th Street (108236)","Frederick","BROWN","SD",91.4,"GTOWER",45.7656388889,-98.4907777778
42844,"Verizon","(Blunt) 19725 Tower Place","Blunt","HUGHES","SD",92.9,"TOWER",44.5261111111,-99.9886944444
42842,"Verizon","44 Bridge West of State Route 1806","Burke","GREGORY","SD",92.9,"TOWER",43.36725,-99.1865277778
42841,"Verizon","(Degray) Hwy 34","Pierre","HUGHES","SD",94.1,"LTOWER",44.2803333333,-99.9008888889
42838,"Verizon","(Platte) 3 MILES SOUTH OF EDGERTON CREEK AND 5 MILES SOUTHWEST OF BOVEE, SD","PLATTE","CHARLES MIX","SD",33.2,"LTOWER",43.3016666667,-98.8672222222
42836,"Verizon","1.9 MILES NORTH OF THE MISSOURI RIVER AND 1.2 WEST OF US HWY 16","CHAMBERLAIN","LYMAN","SD",59.1,"TOWER",43.8125,-99.3972222222
42835,"Verizon","(Lake Andes) 29230 378 Ave","Lake Andes","CHARLES MIX","SD",60.7,"GTOWER",43.1497222222,-98.6238888889
42834,"Verizon","(Ree Heights) 20015 Hillview Rd","REE HEIGHTS","HAND","SD",57.6,"LTOWER",44.4830277778,-99.1892777778
42833,"Verizon","1.25 MI E OF US 83 AND HWY 14 AND 1 MI NW OF THE CITY LIMIT OF FT. PIERRE, SD","FORT PIERRE","STANLEY","SD",104.9,"TOWER",44.3675,-100.405277778
42832,"Verizon","(Mitchell) 25451 405th Avenue","MITCHELL","DAVISON","SD",96.9,"TOWER",43.6955555556,-98.1075
21279,"AT&T","300 South 5th Street (122035)","Artesian","SANBORN","SD",78.6,"LTOWER",44.0035555556,-97.9181388889
21280,"AT&T","1.0 M. NW of the InterS of State Rtes 2 (108229)","Colman","MOODY","SD",151.8,"GTOWER",43.9917222222,-96.7699722222
21281,"AT&T","NW 1/4 SW 1/4 S 7, T 110 N, R 49 W (109354)","BROOKINGS","BROOKINGS","SD",127.1,"GTOWER",44.3394166667,-96.7664722222
23454,"AT&T","43347 140th St (108176)","WEBSTER","DAY","SD",89,"GTOWER",45.3533611111,-97.5409722222
23453,"AT&T","NW 1/4 NW 1/4 S 14, T 116 N, R 58 W (108137)","CLARK","CLARK","SD",142.3,"GTOWER",44.8621111111,-97.7668888889
23452,"AT&T","SE 1/4 SW 1/4 S 4, T 113 N, R 49 W (108161)","Estelline","DEUEL","SD",92.4,"GTOWER",44.6168611111,-96.71425
41685,"Verizon","5.0 MILE EAST OF EDGEMONT","EDGEMONT","FALL RIVER","SD",47.2,"TOWER",43.3027777778,-103.716944444
5726,"AT&T","46257 266th St  (108318)","Hartford","MINNEHAHA","SD",82.3,"LTOWER",43.5235833333,-96.9571111111
5725,"AT&T","25901 457TH AVENUE  (108188)","Humboldt","MINNEHAHA","SD",91.7,"GTOWER",43.6314722222,-97.0734722222
5724,"AT&T","25474 486th Avenue  (108267)","Garretson","MINNEHAHA","SD",61.6,"MTOWER",43.6921388889,-96.4858055556
5723,"AT&T","24760 467TH AVENUE  (108317)","Dell Rapids","MINNEHAHA","SD",124.4,"GTOWER",43.7966944444,-96.8676944444
5720,"AT&T","6793 E Maple Street  (108226)","SIOUX FALLS","MINNEHAHA","SD",87.8,"GTOWER",43.5718055556,-96.6380833333
5719,"AT&T","46257 266th St  (108318)","Hartford","MINNEHAHA","SD",82.3,"LTOWER",43.5235833333,-96.9571111111
5718,"AT&T","25901 457TH AVENUE  (108188)","Humboldt","MINNEHAHA","SD",91.7,"GTOWER",43.6314722222,-97.0734722222
5717,"AT&T","25474 486th Avenue  (108267)","Garretson","MINNEHAHA","SD",61.6,"MTOWER",43.6921388889,-96.4858055556
5716,"AT&T","24760 467TH AVENUE  (108317)","Dell Rapids","MINNEHAHA","SD",124.4,"GTOWER",43.7966944444,-96.8676944444
40090,"AT&T","22044 VANOCKER CANYON RD (122021)","NEMO","LAWRENCE","SD",59.7,"LTOWER",44.2052777778,-103.50025
40089,"AT&T","925 Elk Creek Road (108243)","Piedmont","MEADE","SD",55.8,"LTOWER",44.2282777778,-103.23525
40088,"AT&T","22661 161st Avenue (108242)","New Underwood","PENNINGTON","SD",51.2,"LTOWER",44.1143888889,-102.829972222
40087,"AT&T","15342 Caputa Loop Road (108287)","Rapid City","PENNINGTON","SD",60.4,"LTOWER",43.9968888889,-102.970555556
40086,"AT&T","19575 239th Street (108269)","PHILIP","PENNINGTON","SD",106.4,"GTOWER",43.9356944444,-102.141888889
40085,"AT&T","20068 Hwy 34 (108171)","Howes","MEADE","SD",59.4,"LTOWER",44.6199444444,-102.04775
40084,"AT&T","16333 Hwy 73 (108179)","Faith","MEADE","SD",59.1,"LTOWER",45.0327777778,-102.113944444
40083,"AT&T","SE 1/4 NW 1/4 S 14, T 12 N, R 10 E (108224)","Newell","MEADE","SD",150,"GTOWER",45.0029166667,-102.868416667
40082,"AT&T","14780 Highway 34 (121996)","Sturgis","MEADE","SD",59.4,"MTOWER",44.5023333333,-103.085472222
40080,"AT&T","NW 1/4 NW 1/4 S 16, T 7 N, R 13 E (108184)","ENNING","MEADE","SD",33.2,"GTOWER",44.5725277778,-102.561777778
40079,"AT&T","SW 1/4 NE 1/4 Sec. 4, Tshp 5 N, Rge 5 W (108222)","STURGIS","MEADE","SD",103.9,"GTOWER",44.4245555556,-103.515361111
40078,"AT&T","NE 1/4 NE 1/4 Sec. 32, Tshp 1 S, Rge 6 E (108280)","Rapid City","PENNINGTON","SD",108.8,"GTOWER",43.9255833333,-103.422
40077,"AT&T","NE 1/4 SW 1/4 S 13, T 1 N, R 14 W (108238)","WASTA","PENNINGTON","SD",123.4,"GTOWER",44.0428333333,-102.379888889
5713,"AT&T","6793 E Maple Street  (108226)","SIOUX FALLS","MINNEHAHA","SD",87.8,"GTOWER",43.5718055556,-96.6380833333
40076,"AT&T","22044 VANOCKER CANYON RD (122021)","NEMO","LAWRENCE","SD",59.7,"LTOWER",44.2052777778,-103.50025
40075,"AT&T","925 Elk Creek Road (108243)","Piedmont","MEADE","SD",55.8,"LTOWER",44.2282777778,-103.23525
40074,"AT&T","22661 161st Avenue (108242)","New Underwood","PENNINGTON","SD",51.2,"LTOWER",44.1143888889,-102.829972222
40073,"AT&T","15342 Caputa Loop Road (108287)","Rapid City","PENNINGTON","SD",60.4,"LTOWER",43.9968888889,-102.970555556
46819,"AT&T","Hwy 127 & 470th Ave. (108306)","Rosholt","ROBERTS","SD",150.3,"GTOWER",45.8621111111,-96.7905833333
46820,"AT&T","NORTHWEST 1/4 SOUTHEAST 1/4 SETION.13 T 126 NR57 WEST (108146)","Britton","MARSHALL","SD",151.5,"GTOWER",45.7198888889,-97.6135
46821,"AT&T","1303 WILLIAMS STREET (108183)","Leola","MCPHERSON","SD",92.4,"GTOWER",45.7178055556,-98.9317222222
46679,"Verizon","310th Ave.","Herreid","CAMPBELL","SD",56.9,"GTOWER",45.8830555556,-99.9865555556
46872,"AT&T","COUNTY HIGHWAY 79C (108185)","Hot Springs","FALL RIVER","SD",91.7,"MTOWER",43.2837777778,-103.412638889
40754,"AT&T","County Road 6  (108322)","Seneca","FAULK","SD",61,"LTOWER",45.0707222222,-99.5125
40753,"AT&T","40845 133rd St   (108290)","Groton","BROWN","SD",58.2,"LTOWER",45.4583888889,-98.0528055556
40752,"AT&T","Williams Street   (108183)","Leola","MCPHERSON","SD",92.4,"GTOWER",45.7178055556,-98.9317222222
40751,"AT&T","35144 UNITED STATES HIGHWAY 212   (108304)","Faulkton","FAULK","SD",90.2,"GTOWER",45.0396666667,-99.1556388889
40750,"AT&T","34910 121st. St.   (108182)","Roscoe","MCPHERSON","SD",115.8,"GTOWER",45.6355277778,-99.2167777778
40749,"AT&T","17136 385th Avenue  (108237)","REDFIELD","SPINK","SD",104.8,"GTOWER",44.9111666667,-98.5321944444
40748,"AT&T","38722 112th Street   (108236)","Frederick","BROWN","SD",91.4,"GTOWER",45.7656388889,-98.4907777778
40747,"AT&T","450 FEET EAST OF COUNTY ROAD 5   (108181)","Doland","SPINK","SD",92,"GTOWER",44.8957777778,-98.1439444444
40746,"AT&T","11333 326TH AVENUE   (108234)","Eureka","MCPHERSON","SD",125.9,"GTOWER",45.7519722222,-99.6674444444
4228,"AT&T","16333 Hwy 73 (108179)","Faith","MEADE","SD",59.1,"LTOWER",45.0327777778,-102.113944444
40745,"AT&T","13172 326th Avenue   (108145)","BOWDLE","EDMUNDS","SD",105.2,"GTOWER",45.4813611111,-99.6448333333
40744,"AT&T","10913 389TH AVENUE   (108151)","Hitchcock","BEADLE","SD",92,"GTOWER",44.6311666667,-98.4441944444
40743,"AT&T","County Road 54   (108137)","Clark","CLARK","SD",142.3,"GTOWER",44.8621111111,-97.7668888889
4205,"AT&T","12135 Warren Loop (112004)","Sturgis","LAWRENCE","SD",32,"MTOWER",44.3953888889,-103.624861111
4206,"AT&T","18467 SD Hwy 79 (109740)","Newel","BUTTE","SD",89,"LTOWER",44.7253055556,-103.426722222
4207,"AT&T","21204 Terry Summit Road (108273)","Lead","LAWRENCE","SD",184.6,"GTOWER",44.3266666667,-103.837222222
4208,"AT&T","NW 1/4 NW 1/4 S 21, T 18 N, R 4 E (108239)","BUFFALO","HARDING","SD",152.4,"GTOWER",45.5142222222,-103.645944444
4209,"AT&T","NE 1/4, SW 1/4, Section 13, T12N, R5E (108152)","Castle Rock","BUTTE","SD",128,"GTOWER",45.0025,-103.456888889
4210,"AT&T","12820 White Butte Road (121989)","Bison","PERKINS","SD",93.9,"LTOWER",45.543,-102.456666667
4211,"AT&T","12698 N Camp Crook Rd (121987)","Camp Crook","HARDING","SD",60.4,"LTOWER",45.5599722222,-103.976305556
4212,"AT&T","15031 Sd HWY 20 (121998)","Reva","HARDING","SD",93.9,"LTOWER",45.5445,-103.025944444
4213,"AT&T","12475 Merritt Estes Road (121985)","Deadwood","LAWRENCE","SD",60.7,"MTOWER",44.1442777778,-103.56125
4214,"AT&T","SE 1/4 NW 1/4 Section 14, Township 12 N, Range 10 E (108224)","Newell","MEADE","SD",150,"GTOWER",45.0029166667,-102.868416667
4215,"AT&T","19002 US Hwy 12 (108154)","Lemmon","PERKINS","SD",88.7,"LTOWER",45.9356944444,-102.20925
4216,"AT&T","16333 Hwy 73 (108179)","Faith","MEADE","SD",59.1,"LTOWER",45.0327777778,-102.113944444
4217,"AT&T","12135 Warren Loop (112004)","Sturgis","LAWRENCE","SD",32,"MTOWER",44.3953888889,-103.624861111
41686,"Verizon","(Batesland) LONETREE ROAD","Batesland","SHANNON","SD",93.3,"LTOWER",43.0749444444,-102.18925
23293,"Verizon","12748 State Hwy 85 (New Buffalo)","Buffalo","HARDING","SD",91.4,"LTOWER",45.5531388889,-103.544138889
23292,"Verizon","11587 US Highway 85 (East Buffalo)","Buffalo","HARDING","SD",94.1,"LTOWER",45.7193055556,-103.458111111
40740,"AT&T","County Road 6  (108322)","Seneca","FAULK","SD",61,"LTOWER",45.0707222222,-99.5125
40739,"AT&T","40845 133rd St   (108290)","Groton","BROWN","SD",58.2,"LTOWER",45.4583888889,-98.0528055556
23291,"Verizon","10992 S. Cave Hills Road (West Buffalo)","Buffalo","HARDING","SD",108.8,"LTOWER",45.8073333333,-103.652055556
23290,"Verizon","(Mud Butte) 15894 US HWY 212","Mud Butte","MEADE","SD",94.5,"LTOWER",45.0055277778,-102.878805556
23289,"Verizon","(Lime) 19002 HWy 12","Lemmon","PERKINS","SD",88.7,"LTOWER",45.9356944444,-102.20925
33069,"AT&T","21390 322ND AVENUE  (122019)","HARROLD","HUGHES","SD",60.4,"LTOWER",44.2803055556,-99.7240277778
33068,"AT&T","27881 SOUTH DAKOTA HIGHWAY 1806  (108189)","Burke","GREGORY","SD",92.7,"LTOWER",43.3672777778,-99.1865277778
33067,"AT&T","NE1/4, SE1/4, NE1/4, NE1/4 SEC 17, T107, R73, 5TH PM  (108214)","LOWER BRULE","LYMAN","SD",48.5,"MTOWER",44.0766388889,-99.6064444444
33066,"AT&T","19906 306TH AVENUE  (108212)","Blunt","HUGHES","SD",149.7,"GTOWER",44.4976111111,-100.046555556
33065,"AT&T","104 HC 14  (121969)","MISSION","TODD","SD",60.4,"LTOWER",43.0165833333,-100.583
33064,"AT&T","SE1/4 of the NE1/4 of section 25, T39, R32  (122128)","Parmelee","TODD","SD",93.9,"LTOWER",43.3238888889,-101.042805556
33063,"AT&T","26124 US Hwy 34  (108308)","HAYES","STANLEY","SD",92.7,"LTOWER",44.3771666667,-100.823888889
33062,"AT&T","5048 CARRIAGE HILLS DRIVE  (108288)","Batesland","SHANNON","SD",93.3,"LTOWER",43.0749444444,-102.18925
33061,"AT&T","19986 282nd Avenue  (108186)","Pierre","HUGHES","SD",89,"LTOWER",44.4927777778,-100.490027778
33060,"AT&T","22505 South Dakota Highway 44  (108210)","WANBLEE","JACKSON","SD",146.6,"GTOWER",43.5409722222,-101.597611111
33059,"AT&T","STATE HIGHWAY 34  (108193)","MILESVILLE","HAAKON","SD",91.4,"LTOWER",44.4008611111,-101.674444444
33058,"AT&T","24701 Highway 34  (108136)","Midland","HAAKON","SD",149.4,"GTOWER",44.3679166667,-101.272305556
33057,"AT&T","8222 Lefebure Road  (108198)","Fairfax","GREGORY","SD",150.3,"GTOWER",43.03775,-98.8999166667
33056,"AT&T","28940 Sand Pit Road  (108204)","Burke","GREGORY","SD",52.4,"LTOWER",43.208,-99.3570833333
33055,"AT&T","NW 1/4 SW 1/4 S 10, T 37 N R 30 W  (108310)","St.  Francis","TODD","SD",150,"GTOWER",43.1921944444,-100.864277778
33054,"AT&T","US 18  (115207)","Okreek","TODD","SD",93.3,"GTOWER",43.3623611111,-100.382694444
33053,"AT&T","BIG FOOT TRAIL  (108230)","WANBLEE","JACKSON","SD",152.1,"GTOWER",43.5454722222,-101.937722222
33052,"AT&T","NW 1/4 SW 1/4 S 18, T 37 N, R 38 W  (108232)","MARTIN","BENNETT","SD",152.4,"GTOWER",43.17875,-101.87
33051,"AT&T","28320 County Road South  (108246)","WINNER","TRIPP","SD",153.9,"GTOWER",43.2961111111,-99.8675
33050,"AT&T","OFF OF ST. RTE 47, 6 MILES N OF RELIANCE  (108231)","RELIANCE","LYMAN","SD",125.3,"GTOWER",43.9670833333,-99.6013611111
33049,"AT&T","COUNTY ROAD SOUTH 26  (108309)","KADOKA","JACKSON","SD",126.2,"GTOWER",43.9708611111,-101.705833333
40738,"AT&T","Williams Street   (108183)","Leola","MCPHERSON","SD",92.4,"GTOWER",45.7178055556,-98.9317222222
40737,"AT&T","35144 UNITED STATES HIGHWAY 212   (108304)","Faulkton","FAULK","SD",90.2,"GTOWER",45.0396666667,-99.1556388889
23288,"Verizon","(Howes) Highway 34","Howes","MEADE","SD",109.4,"GTOWER",44.617,-102.039944444
23287,"Verizon","(New Ludlow site) 10695 US Highway 85","Ludlow","HARDING","SD",93.2,"LTOWER",45.85,-103.377583333
33048,"AT&T","21390 322ND AVENUE  (122019)","HARROLD","HUGHES","SD",60.4,"LTOWER",44.2803055556,-99.7240277778
4218,"AT&T","18467 SD Hwy 79 (109740)","Newel","BUTTE","SD",89,"LTOWER",44.7253055556,-103.426722222
4219,"AT&T","21204 Terry Summit Road (108273)","Lead","LAWRENCE","SD",184.6,"GTOWER",44.3266666667,-103.837222222
4220,"AT&T","NW 1/4 NW 1/4 S 21, T 18 N, R 4 E (108239)","BUFFALO","HARDING","SD",152.4,"GTOWER",45.5142222222,-103.645944444
4221,"AT&T","NE 1/4, SW 1/4, Section 13, T12N, R5E (108152)","Castle Rock","BUTTE","SD",128,"GTOWER",45.0025,-103.456888889
4222,"AT&T","12820 White Butte Road (121989)","Bison","PERKINS","SD",93.9,"LTOWER",45.543,-102.456666667
4223,"AT&T","12698 N Camp Crook Rd (121987)","Camp Crook","HARDING","SD",60.4,"LTOWER",45.5599722222,-103.976305556
4224,"AT&T","15031 Sd HWY 20 (121998)","Reva","HARDING","SD",93.9,"LTOWER",45.5445,-103.025944444
4225,"AT&T","12475 Merritt Estes Road (121985)","Deadwood","LAWRENCE","SD",60.7,"MTOWER",44.1442777778,-103.56125
4226,"AT&T","SE 1/4 NW 1/4 Section 14, Township 12 N, Range 10 E (108224)","Newell","MEADE","SD",150,"GTOWER",45.0029166667,-102.868416667
4227,"AT&T","19002 US Hwy 12 (108154)","Lemmon","PERKINS","SD",88.7,"LTOWER",45.9356944444,-102.20925
33047,"AT&T","27881 SOUTH DAKOTA HIGHWAY 1806  (108189)","Burke","GREGORY","SD",92.7,"LTOWER",43.3672777778,-99.1865277778
33046,"AT&T","NE1/4, SE1/4, NE1/4, NE1/4 SEC 17, T107, R73, 5TH PM  (108214)","LOWER BRULE","LYMAN","SD",48.5,"MTOWER",44.0766388889,-99.6064444444
33045,"AT&T","19906 306TH AVENUE  (108212)","Blunt","HUGHES","SD",149.7,"GTOWER",44.4976111111,-100.046555556
33044,"AT&T","104 HC 14  (121969)","MISSION","TODD","SD",60.4,"LTOWER",43.0165833333,-100.583
33043,"AT&T","SE1/4 of the NE1/4 of section 25, T39, R32  (122128)","Parmelee","TODD","SD",93.9,"LTOWER",43.3238888889,-101.042805556
33041,"AT&T","5048 CARRIAGE HILLS DRIVE  (108288)","Batesland","SHANNON","SD",93.3,"LTOWER",43.0749444444,-102.18925
33040,"AT&T","19986 282nd Avenue  (108186)","Pierre","HUGHES","SD",89,"LTOWER",44.4927777778,-100.490027778
33039,"AT&T","22505 South Dakota Highway 44  (108210)","WANBLEE","JACKSON","SD",146.6,"GTOWER",43.5409722222,-101.597611111
33038,"AT&T","STATE HIGHWAY 34  (108193)","MILESVILLE","HAAKON","SD",91.4,"LTOWER",44.4008611111,-101.674444444
33037,"AT&T","24701 Highway 34  (108136)","Midland","HAAKON","SD",149.4,"GTOWER",44.3679166667,-101.272305556
23286,"Verizon","97 1st Avenue","Bison","PERKINS","SD",45.7,"TOWER",45.5269166667,-102.467361111
23285,"Verizon","607 W 2ND ST","FAITH","PERKINS","SD",42.6,"TOWER",45.0224722222,-102.045722222
23284,"Verizon","(Enning) 19528 Elm Spring Road","Enning","MEADE","SD",91.4,"GTOWER",44.5713888889,-102.561388889
23283,"Verizon","(Lemmon) South of US 12, 1/8th mile west of the city of Lemmon","LEMMON","PERKINS","SD",30,"GTOWER",45.9338888889,-102.171666667
40736,"AT&T","34910 121st. St.   (108182)","Roscoe","MCPHERSON","SD",115.8,"GTOWER",45.6355277778,-99.2167777778
40735,"AT&T","17136 385th Avenue  (108237)","REDFIELD","SPINK","SD",104.8,"GTOWER",44.9111666667,-98.5321944444
24813,"Verizon",".5 MI S OF US HWY 12 & 4.9 MI E OF THE NATL WATERFOWL PRODUCTION AREA","ROSCOE","EDMUNDS","SD",99.1,"TOWER",45.4419444444,-99.5591666667
41706,"Verizon","8825 Valley View Drive","Sturgis","MEADE","SD",94.5,"LTOWER",44.3506666667,-103.445444444
24815,"Verizon","2.8 MI NW INT US 281 & US 212","REDFIELD","SPINK","SD",106.4,"TOWER",44.9113888889,-98.5325
24816,"Verizon","(Hoover) 11333 326TH AVENUE","Eureka","MCPHERSON","SD",125.9,"GTOWER",45.7519722222,-99.6674444444
24817,"Verizon","(Faulkton) 35045 167th St.","Faulkton","FAULK","SD",93.3,"LTOWER",44.9691666667,-99.1767777778
40072,"AT&T","19575 239th Street (108269)","PHILIP","PENNINGTON","SD",106.4,"GTOWER",43.9356944444,-102.141888889
40071,"AT&T","20068 Hwy 34 (108171)","Howes","MEADE","SD",59.4,"LTOWER",44.6199444444,-102.04775
40070,"AT&T","16333 Hwy 73 (108179)","Faith","MEADE","SD",59.1,"LTOWER",45.0327777778,-102.113944444
40069,"AT&T","SE 1/4 NW 1/4 S 14, T 12 N, R 10 E (108224)","Newell","MEADE","SD",150,"GTOWER",45.0029166667,-102.868416667
40068,"AT&T","14780 Highway 34 (121996)","Sturgis","MEADE","SD",59.4,"MTOWER",44.5023333333,-103.085472222
40066,"AT&T","NW 1/4 NW 1/4 S 16, T 7 N, R 13 E (108184)","ENNING","MEADE","SD",33.2,"GTOWER",44.5725277778,-102.561777778
40065,"AT&T","SW 1/4 NE 1/4 Sec. 4, Tshp 5 N, Rge 5 W (108222)","STURGIS","MEADE","SD",103.9,"GTOWER",44.4245555556,-103.515361111
40064,"AT&T","NE 1/4 NE 1/4 Sec. 32, Tshp 1 S, Rge 6 E (108280)","Rapid City","PENNINGTON","SD",108.8,"GTOWER",43.9255833333,-103.422
40063,"AT&T","NE 1/4 SW 1/4 S 13, T 1 N, R 14 W (108238)","WASTA","PENNINGTON","SD",123.4,"GTOWER",44.0428333333,-102.379888889
24818,"Verizon","(Doland) +/- 17100 404th Avenue","Doland","SPINK","SD",92,"TOWER",44.8957777778,-98.1439444444
24819,"Verizon","(Seneca site) 33197 160th St.","Seneca","FAULK","SD",60.9,"LTOWER",45.0707222222,-99.5125
33093,"Verizon","(Nova site) 40707 302nd Street","Avon","BON HOMME","SD",93.3,"TOWER",43.00975,-98.0489722222
33092,"Verizon","Dakota Dunes 4650' East of Union County Line and 5000' South of Sodrac Park","Riverside","UNION","SD",60.7,"TOWER",42.5072222222,-96.5058333333
33091,"Verizon","(Alcester Site) 47838 302 Street","Alcester","UNION","SD",48.2,"LTOWER",43.0126944444,-96.6392777778
21283,"AT&T","NW 1/4 NW 1/4 S 5, T 112 N, R 52 W (109443)","Estelline","BROOKINGS","SD",89,"GTOWER",44.5330555556,-97.1035555556
21284,"AT&T","39810 231st Avenue (108130)","Woonsocket","SANBORN","SD",149,"GTOWER",44.0407222222,-98.2494444444
21286,"AT&T","38899 SD Highway 28 (108151)","Hitchcock","BEADLE","SD",92,"GTOWER",44.6311666667,-98.4441944444
21287,"AT&T","RR 1 Box 133A (108296)","Bryant","CLARK","SD",147.8,"GTOWER",44.5990277778,-97.5490277778
21288,"AT&T","1200ft South of Hwy 14 (108215)","Wolsey","BEADLE","SD",91.7,"GTOWER",44.4544166667,-98.5305555556
21289,"AT&T","48034 210th Street (114668)","Elkton","BROOKINGS","SD",60.4,"LTOWER",44.2385833333,-96.4872222222
21290,"AT&T","300 South 5th Street (122035)","Artesian","SANBORN","SD",78.6,"LTOWER",44.0035555556,-97.9181388889
33090,"Verizon","(South Salem) 258th Street","Canistota","MCCOOK","SD",92.9,"LTOWER",43.6436666667,-97.3819166667
33089,"Verizon","32646 477th Ave.           (106 Union Cnty.)","ELK POINT","UNION","SD",103,"TOWER",42.6573333333,-96.6643611111
33088,"Verizon","1.8 miles Southwest of Tea, SD","Tea","LINCOLN","SD",58.8,"TOWER",43.4191666667,-96.8513888889
33087,"Verizon","100 FT. SOUTH OF STATE RTE 52 AND 3.7 MI NORTHWEST OF LEWIS AND CLARK LAKE","SPRINGFIELD","BON HOMME","SD",45.7,"TOWER",42.9080555556,-97.8711111111
33086,"Verizon","4 1/4 Miles North; 3/4 Mi. W. of I-90/Hwy 25 Junction","Farmer","HANSON","SD",68.6,"TOWER",43.7316666667,-97.6858333333
